timestamp,power,appliance1,appliance2,appliance3,appliance5,appliance7
1649688115,214.29,0.0,214.29,0.0,0.0,0.0
1649688121,214.97,0,214.97,0.0,0.0,0.0
1649688126,214.35,0,214.35,0.0,0.0,0.0
1649688132,214.82,0,214.82,0.0,0.0,0.0
1649688137,213.55,0,213.55,0.0,0.0,0.0
1649688143,213.49,0,213.49,0.0,0.0,0.0
1649688148,214.42,0,214.42,0.0,0.0,0.0
1649688154,213.97,0,213.97,0.0,0.0,0.0
1649688159,214.17,0,214.17,0.0,0.0,0.0
1649688165,212.91,0,212.91,0.0,0.0,0.0
1649688170,213.35,0,213.35,0.0,0.0,0.0
1649688176,214.90,0,214.9,0.0,0.0,0.0
1649688181,213.50,0,213.5,0.0,0.0,0.0
1649688187,213.41,0,213.41,0.0,0.0,0.0
1649688192,213.44,0,213.44,0.0,0.0,0.0
1649688198,213.27,0,213.27,0.0,0.0,0.0
1649688203,214.91,0,214.91,0.0,0.0,0.0
1649688209,217.81,0,217.81,0.0,0.0,0.0
1649688214,221.24,0,221.24,0.0,0.0,0.0
1649688219,219.50,0,219.5,0.0,0.0,0.0
1649688225,213.48,0,213.48,0.0,0.0,0.0
1649688231,213.02,0,213.02,0.0,0.0,0.0
1649688236,213.91,0,213.91,0.0,0.0,0.0
1649688241,214.08,0,214.08,0.0,0.0,0.0
1649688247,213.78,0,213.78,0.0,0.0,0.0
1649688252,212.25,0,212.25,0.0,0.0,0.0
1649688258,213.52,0,213.52,0.0,0.0,0.0
1649688263,213.25,0,213.25,0.0,0.0,0.0
1649688269,214.08,0,214.08,0.0,0.0,0.0
